Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
sudoku_9x9.in,648,5832,2,nvtx_sum,83.6,303988,1,303988.0,303988.0,303988,303988,0.0,PushPop,:fixpoint
sudoku_9x9.in,648,5832,2,nvtx_sum,16.4,59481,1,59481.0,59481.0,59481,59481,0.0,PushPop,:build_reverse_tables
sudoku_9x9.in,648,5832,2,cuda_gpu_kern_sum,92.7,106239,1,106239.0,106239.0,106239,106239,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
sudoku_9x9.in,648,5832,2,cuda_gpu_kern_sum,7.3,8320,1,8320.0,8320.0,8320,8320,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
sudoku_9x9.in,648,5832,3,wall,100.0,494022773,1,,,,,,total
sudoku_9x9.in,648,5832,3,nvtx_pushpop_sum,83.5,305887,1,305887.0,305887.0,305887,305887,0.0,:fixpoint
sudoku_9x9.in,648,5832,3,nvtx_pushpop_sum,16.5,60299,1,60299.0,60299.0,60299,60299,0.0,:build_reverse_tables
sudoku_9x9.in,648,5832,3,nvtx_sum,83.5,305887,1,305887.0,305887.0,305887,305887,0.0,PushPop,:fixpoint
sudoku_9x9.in,648,5832,3,nvtx_sum,16.5,60299,1,60299.0,60299.0,60299,60299,0.0,PushPop,:build_reverse_tables
sudoku_9x9.in,648,5832,3,cuda_gpu_kern_sum,92.7,105375,1,105375.0,105375.0,105375,105375,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
sudoku_9x9.in,648,5832,3,cuda_gpu_kern_sum,7.3,8352,1,8352.0,8352.0,8352,8352,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r000500.in,500,4000,1,wall,100.0,432365619,1,,,,,,total
synth_L008_r000500.in,500,4000,1,nvtx_pushpop_sum,82.9,244718,1,244718.0,244718.0,244718,244718,0.0,:fixpoint
synth_L008_r000500.in,500,4000,1,nvtx_pushpop_sum,17.1,50372,1,50372.0,50372.0,50372,50372,0.0,:build_reverse_tables
synth_L008_r000500.in,500,4000,1,nvtx_sum,82.9,244718,1,244718.0,244718.0,244718,244718,0.0,PushPop,:fixpoint
synth_L008_r000500.in,500,4000,1,nvtx_sum,17.1,50372,1,50372.0,50372.0,50372,50372,0.0,PushPop,:build_reverse_tables
synth_L008_r000500.in,500,4000,1,cuda_gpu_kern_sum,88.1,47839,1,47839.0,47839.0,47839,47839,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r000500.in,500,4000,1,cuda_gpu_kern_sum,11.9,6464,1,6464.0,6464.0,6464,6464,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r000500.in,500,4000,2,wall,100.0,430174193,1,,,,,,total
synth_L008_r000500.in,500,4000,2,nvtx_pushpop_sum,83.5,244418,1,244418.0,244418.0,244418,244418,0.0,:fixpoint
synth_L008_r000500.in,500,4000,2,nvtx_pushpop_sum,16.5,48316,1,48316.0,48316.0,48316,48316,0.0,:build_reverse_tables
synth_L008_r000500.in,500,4000,2,nvtx_sum,83.5,244418,1,244418.0,244418.0,244418,244418,0.0,PushPop,:fixpoint
synth_L008_r000500.in,500,4000,2,nvtx_sum,16.5,48316,1,48316.0,48316.0,48316,48316,0.0,PushPop,:build_reverse_tables
synth_L008_r000500.in,500,4000,2,cuda_gpu_kern_sum,88.0,47840,1,47840.0,47840.0,47840,47840,0.0,"kernel(int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, const int *, int *, int *, int *, int, int *, int *, int *)"
synth_L008_r000500.in,500,4000,2,cuda_gpu_kern_sum,12.0,6496,1,6496.0,6496.0,6496,6496,0.0,"init_sums_kernel(const int *, const int *, const int *, const int *, int *, int *, int *, int)"
synth_L008_r000500.in,500,4000,3,wall,100.0,504856841,1,,,,,,total
synth_L008_r000500.in,500,4000,3,nvtx_pushpop_sum,85.6,325276,1,325276.0,325276.0,325276,325276,0.0,:fixpoint
synth_L008_r000500.in,500,4000,3,nvtx_pushpop_sum,14.4,54621,1,54621.0,54621.0,54621,54621,0.0,:build_reverse_tables
synth_L008_r000500.in,500,4000,3,nvtx_sum,85.6,325276,1,325276.0,325276.0,325276,325276,0.0,PushPop,:fixpoint
