Test File,Rules,Lits,Run,Report,Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
synth_L008_r000500.in,500,4000,1,cuda_gpu_kern_sum,100.0,21408,1,21408.0,21408.0,21408,21408,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r000500.in,500,4000,2,wall,100.0,428678555,1,,,,,,total
synth_L008_r000500.in,500,4000,2,nvtx_pushpop_sum,100.0,178676,1,178676.0,178676.0,178676,178676,0.0,:fixpoint
synth_L008_r000500.in,500,4000,2,nvtx_sum,100.0,178676,1,178676.0,178676.0,178676,178676,0.0,PushPop,:fixpoint
synth_L008_r000500.in,500,4000,2,cuda_gpu_kern_sum,100.0,20927,1,20927.0,20927.0,20927,20927,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r000500.in,500,4000,3,wall,100.0,514293979,1,,,,,,total
synth_L008_r000500.in,500,4000,3,nvtx_pushpop_sum,100.0,176326,1,176326.0,176326.0,176326,176326,0.0,:fixpoint
synth_L008_r000500.in,500,4000,3,nvtx_sum,100.0,176326,1,176326.0,176326.0,176326,176326,0.0,PushPop,:fixpoint
synth_L008_r000500.in,500,4000,3,cuda_gpu_kern_sum,100.0,20959,1,20959.0,20959.0,20959,20959,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r001000.in,1000,8000,1,wall,100.0,425015407,1,,,,,,total
synth_L008_r001000.in,1000,8000,1,nvtx_pushpop_sum,100.0,178258,1,178258.0,178258.0,178258,178258,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,1,nvtx_sum,100.0,178258,1,178258.0,178258.0,178258,178258,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,1,cuda_gpu_kern_sum,100.0,21440,1,21440.0,21440.0,21440,21440,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r001000.in,1000,8000,2,wall,100.0,498953767,1,,,,,,total
synth_L008_r001000.in,1000,8000,2,nvtx_pushpop_sum,100.0,178451,1,178451.0,178451.0,178451,178451,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,2,nvtx_sum,100.0,178451,1,178451.0,178451.0,178451,178451,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,2,cuda_gpu_kern_sum,100.0,21344,1,21344.0,21344.0,21344,21344,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r001000.in,1000,8000,3,wall,100.0,505842333,1,,,,,,total
synth_L008_r001000.in,1000,8000,3,nvtx_pushpop_sum,100.0,182497,1,182497.0,182497.0,182497,182497,0.0,:fixpoint
synth_L008_r001000.in,1000,8000,3,nvtx_sum,100.0,182497,1,182497.0,182497.0,182497,182497,0.0,PushPop,:fixpoint
synth_L008_r001000.in,1000,8000,3,cuda_gpu_kern_sum,100.0,21471,1,21471.0,21471.0,21471,21471,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r002000.in,2000,16000,1,wall,100.0,430419769,1,,,,,,total
synth_L008_r002000.in,2000,16000,1,nvtx_pushpop_sum,100.0,178263,1,178263.0,178263.0,178263,178263,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,1,nvtx_sum,100.0,178263,1,178263.0,178263.0,178263,178263,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,1,cuda_gpu_kern_sum,100.0,23072,1,23072.0,23072.0,23072,23072,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r002000.in,2000,16000,2,wall,100.0,506791722,1,,,,,,total
synth_L008_r002000.in,2000,16000,2,nvtx_pushpop_sum,100.0,252741,1,252741.0,252741.0,252741,252741,0.0,:fixpoint
synth_L008_r002000.in,2000,16000,2,nvtx_sum,100.0,252741,1,252741.0,252741.0,252741,252741,0.0,PushPop,:fixpoint
synth_L008_r002000.in,2000,16000,2,cuda_gpu_kern_sum,100.0,22720,1,22720.0,22720.0,22720,22720,0.0,"void kernel<(int)16>(int *, const int *, const int *, const int *, const int *, const int *, int, int *, int *)"
synth_L008_r002000.in,2000,16000,3,wall,100.0,499828883,1,,,,,,total
